Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
05.02.2009 01:40:00,972.42,-0.37,274.98,-0.81,96.8,5.95,5.76,0.19,3.69,5.92,1239.03,2.02,2.63,195.2
05.02.2009 01:50:00,972.43,-0.37,274.98,-0.77,97.1,5.95,5.77,0.17,3.7,5.94,1239.03,2.1,2.88,208.6
05.02.2009 02:00:00,972.45,-0.3,275.04,-0.68,97.3,5.97,5.81,0.16,3.73,5.98,1238.74,1.59,2.38,188
05.02.2009 02:10:00,972.43,-0.36,275,-0.73,97.3,5.95,5.79,0.16,3.71,5.95,1238.96,0.96,1.5,212.1
05.02.2009 02:20:00,972.51,-0.32,275.03,-0.63,97.7,5.97,5.83,0.14,3.74,6,1238.86,1.52,2.38,221.7
05.02.2009 02:30:00,972.6,0.09,275.42,-0.19,98,6.15,6.02,0.12,3.86,6.19,1237.07,1.98,3.63,207.9
05.02.2009 02:40:00,972.66,0.13,275.47,-0.2,97.6,6.17,6.02,0.15,3.86,6.19,1236.93,1.43,2.25,201.5
05.02.2009 02:50:00,972.68,0.03,275.37,-0.3,97.6,6.12,5.98,0.15,3.83,6.14,1237.43,1.64,2.5,208.5
05.02.2009 03:00:00,972.85,0.08,275.4,-0.22,97.8,6.14,6.01,0.14,3.85,6.18,1237.4,1.51,2.25,204.1
05.02.2009 03:10:00,972.8,0.16,275.49,-0.16,97.7,6.18,6.04,0.14,3.87,6.21,1236.96,1.53,2.38,186.7
05.02.2009 03:20:00,972.75,0.07,275.4,-0.28,97.5,6.14,5.99,0.15,3.84,6.15,1237.35,1.96,3.38,192
05.02.2009 03:30:00,972.78,-0.05,275.27,-0.38,97.6,6.09,5.94,0.15,3.81,6.11,1237.95,0.9,1.63,197.6
05.02.2009 03:40:00,972.79,-0.14,275.18,-0.46,97.7,6.05,5.91,0.14,3.79,6.07,1238.39,1.02,1.88,187.9
05.02.2009 03:50:00,972.73,-0.26,275.07,-0.59,97.6,5.99,5.85,0.14,3.75,6.01,1238.86,2.45,3.5,192.1
05.02.2009 04:00:00,972.72,-0.36,274.96,-0.67,97.8,5.95,5.82,0.13,3.73,5.98,1239.36,1.96,2.75,201.7
05.02.2009 04:10:00,972.73,-0.33,274.99,-0.64,97.8,5.96,5.83,0.13,3.74,5.99,1239.22,1.89,3.25,185.8
05.02.2009 04:20:00,972.68,-0.78,274.55,-1.15,97.3,5.77,5.61,0.16,3.6,5.77,1241.28,2.48,3.13,165.4
05.02.2009 04:30:00,972.63,-1.14,274.19,-1.48,97.5,5.62,5.48,0.14,3.51,5.63,1242.92,2.27,3.25,183.6
05.02.2009 04:40:00,972.57,-1.34,273.99,-1.62,97.9,5.54,5.42,0.12,3.47,5.57,1243.79,1.64,3.88,204.6
05.02.2009 04:50:00,972.66,-1.07,274.26,-1.3,98.3,5.65,5.55,0.1,3.56,5.71,1242.6,2.04,3.88,161.5
05.02.2009 05:00:00,972.65,-1.04,274.28,-1.3,98.1,5.66,5.55,0.11,3.56,5.71,1242.49,2.2,3.5,161.7
05.02.2009 05:10:00,972.55,-1.2,274.13,-1.46,98.1,5.59,5.49,0.11,3.52,5.64,1243.13,1.92,3.63,181.4
05.02.2009 05:20:00,972.52,-1.25,274.09,-1.48,98.3,5.57,5.48,0.09,3.51,5.63,1243.28,1.08,2.13,179.1
05.02.2009 05:30:00,972.44,-1.15,274.2,-1.35,98.5,5.62,5.53,0.08,3.55,5.69,1242.69,1.1,1.75,186.2
05.02.2009 05:40:00,972.39,-1.04,274.31,-1.25,98.5,5.66,5.57,0.08,3.57,5.73,1242.13,1.36,2,191.6
05.02.2009 05:50:00,972.42,-1.08,274.26,-1.3,98.4,5.64,5.55,0.09,3.56,5.71,1242.38,1.65,2.5,202.1
05.02.2009 06:00:00,972.42,-1.1,274.24,-1.31,98.5,5.63,5.55,0.08,3.56,5.71,1242.47,1.49,2.25,202.3
05.02.2009 06:10:00,972.42,-1.13,274.21,-1.34,98.5,5.62,5.54,0.08,3.55,5.7,1242.6,1.66,2.63,187.5
05.02.2009 06:20:00,972.42,-1.26,274.08,-1.49,98.3,5.57,5.47,0.09,3.51,5.63,1243.22,1.75,3,192.9
05.02.2009 06:30:00,972.42,-1.49,273.85,-1.71,98.4,5.47,5.39,0.09,3.45,5.54,1244.32,1.77,3,202.7
05.02.2009 06:40:00,972.42,-1.45,273.9,-1.64,98.6,5.49,5.42,0.08,3.47,5.57,1244.11,1.98,3,203.3
05.02.2009 06:50:00,972.44,-1.42,273.92,-1.63,98.5,5.5,5.42,0.08,3.47,5.57,1244.02,2.13,3,201.4
05.02.2009 07:00:00,972.48,-1.46,273.88,-1.68,98.4,5.49,5.4,0.09,3.46,5.55,1244.26,2.14,2.88,205.7
05.02.2009 07:10:00,972.51,-1.57,273.76,-1.79,98.4,5.44,5.36,0.09,3.43,5.51,1244.82,1.89,3.13,205.1
05.02.2009 07:20:00,972.54,-1.41,273.92,-1.59,98.7,5.51,5.44,0.07,3.48,5.59,1244.09,1.79,2.75,205.8
05.02.2009 07:30:00,972.55,-1.39,273.94,-1.61,98.4,5.52,5.43,0.09,3.48,5.58,1244,1.85,2.5,204
05.02.2009 07:40:00,972.54,-1.4,273.94,-1.6,98.5,5.51,5.43,0.08,3.48,5.58,1244.02,1.77,3.25,200.5
05.02.2009 07:50:00,972.45,-1.29,274.05,-1.49,98.5,5.56,5.47,0.08,3.51,5.63,1243.39,2.49,3.75,193.8
05.02.2009 08:00:00,972.43,-1.23,274.11,-1.45,98.4,5.58,5.49,0.09,3.52,5.65,1243.1,2.16,3.38,187.2
05.02.2009 08:10:00,972.43,-1.01,274.34,-1.24,98.3,5.67,5.58,0.1,3.58,5.74,1242.02,2.46,3.75,187.8
05.02.2009 08:20:00,972.41,-0.64,274.71,-0.97,97.6,5.83,5.69,0.14,3.65,5.85,1240.27,2.07,3.63,182.9
05.02.2009 08:30:00,972.45,-0.35,275,-0.79,96.8,5.95,5.76,0.19,3.7,5.93,1238.96,1.42,2,183.5
05.02.2009 08:40:00,972.42,-0.05,275.3,-0.62,95.9,6.09,5.84,0.25,3.74,6,1237.53,0.75,2,178.1
05.02.2009 08:50:00,972.3,0.26,275.62,-0.45,95,6.22,5.91,0.31,3.79,6.08,1235.96,0.81,1.75,179.2
05.02.2009 09:00:00,972.32,0.52,275.89,-0.3,94.2,6.35,5.98,0.37,3.83,6.15,1234.75,1.1,2,194.9
05.02.2009 09:10:00,972.37,0.6,275.96,-0.36,93.3,6.38,5.95,0.43,3.82,6.12,1234.51,1.35,3,169.9
05.02.2009 09:20:00,972.36,0.31,275.67,-0.89,91.6,6.25,5.72,0.52,3.67,5.89,1235.89,1.18,2,180
05.02.2009 09:30:00,972.45,0.15,275.5,-1.14,91,6.18,5.62,0.56,3.6,5.78,1236.77,2.12,3,200.7
05.02.2009 09:40:00,972.54,-0.08,275.26,-1.28,91.6,6.07,5.56,0.51,3.56,5.72,1237.97,1.93,2.88,187.5
05.02.2009 09:50:00,972.56,0.43,275.77,-0.76,91.7,6.3,5.78,0.52,3.7,5.94,1235.6,1.24,2,194.8
05.02.2009 10:00:00,972.59,0.74,276.09,-0.69,90.1,6.45,5.81,0.64,3.72,5.97,1234.2,1.96,3.25,161.4
05.02.2009 10:10:00,972.63,0.7,276.04,-0.86,89.2,6.43,5.73,0.69,3.67,5.89,1234.46,1.97,2.88,159.9
05.02.2009 10:20:00,972.66,0.94,276.28,-0.68,88.9,6.54,5.81,0.73,3.73,5.98,1233.39,1.88,3.38,166.9
05.02.2009 10:30:00,972.63,1.24,276.59,-0.51,88,6.68,5.88,0.8,3.77,6.05,1231.95,1.69,3.13,156.1
05.02.2009 10:40:00,972.49,1.79,277.16,-0.18,86.7,6.95,6.03,0.92,3.87,6.2,1229.24,1.52,2.5,155.9
05.02.2009 10:50:00,972.42,1.99,277.36,-0.17,85.5,7.05,6.03,1.02,3.87,6.2,1228.26,1.47,2.75,171.2
05.02.2009 11:00:00,972.36,2.1,277.47,-0.17,84.9,7.11,6.03,1.07,3.87,6.21,1227.72,1.79,3.13,148.6
05.02.2009 11:10:00,972.22,2.41,277.8,0.07,84.5,7.27,6.14,1.13,3.94,6.32,1226.11,1.61,3,162.5
05.02.2009 11:20:00,972.2,2.7,278.1,0.1,82.9,7.42,6.15,1.27,3.95,6.33,1224.76,1.68,3.13,162.2
05.02.2009 11:30:00,972.29,3.03,278.41,0.4,82.8,7.59,6.29,1.31,4.03,6.47,1223.38,1.66,2.5,169.5
05.02.2009 11:40:00,972.29,3.6,278.99,0.77,81.7,7.91,6.46,1.45,4.14,6.65,1220.78,1.59,2.75,177.2
05.02.2009 11:50:00,972.22,4.03,279.43,0.95,80.3,8.15,6.55,1.61,4.2,6.73,1218.75,1.13,2.13,176.3
05.02.2009 12:00:00,972.18,4.01,279.42,0.71,79,8.14,6.43,1.71,4.13,6.62,1218.82,1.5,2.25,151.9
05.02.2009 12:10:00,972.1,4.01,279.42,0.73,79.1,8.14,6.44,1.7,4.13,6.63,1218.72,1.43,2.63,147.9
05.02.2009 12:20:00,972.07,4.11,279.52,0.81,79,8.2,6.48,1.72,4.15,6.66,1218.25,1.53,2.63,157
05.02.2009 12:30:00,972,4.42,279.85,0.88,77.7,8.38,6.51,1.87,4.18,6.7,1216.75,1.65,2.5,152.6
05.02.2009 12:40:00,971.93,4.48,279.91,0.89,77.4,8.42,6.51,1.9,4.18,6.7,1216.42,1.25,2.38,156.5
05.02.2009 12:50:00,971.77,5.01,280.45,1.07,75.6,8.73,6.6,2.13,4.24,6.79,1213.87,1.49,2.5,164.2
05.02.2009 13:00:00,971.72,5.38,280.83,1.1,73.8,8.96,6.61,2.35,4.24,6.81,1212.19,1.44,2.38,145
05.02.2009 13:10:00,971.55,5.29,280.76,0.92,73.3,8.91,6.53,2.38,4.19,6.72,1212.38,1.9,2.63,144.8
05.02.2009 13:20:00,971.33,5.44,280.93,1.06,73.3,9,6.6,2.4,4.24,6.79,1211.43,1.46,2.38,169.3
05.02.2009 13:30:00,971.22,5.86,281.36,1.12,71.5,9.27,6.63,2.64,4.25,6.82,1209.47,1.71,2.88,178.3
05.02.2009 13:40:00,971.19,6,281.5,0.98,70.1,9.36,6.56,2.8,4.21,6.75,1208.87,1.99,3.25,165
05.02.2009 13:50:00,971.06,6.22,281.73,0.99,69.07,9.5,6.56,2.94,4.21,6.76,1207.75,2.17,3.38,169.9
05.02.2009 14:00:00,970.92,6.3,281.83,1.02,68.82,9.55,6.58,2.98,4.22,6.77,1207.21,2.46,3.38,168.2
05.02.2009 14:10:00,970.82,6.34,281.88,1.02,68.65,9.58,6.58,3,4.22,6.77,1206.91,2.85,3.75,183.9
05.02.2009 14:20:00,970.86,6.24,281.77,1.12,69.65,9.51,6.63,2.89,4.26,6.82,1207.38,2.23,3.25,183.3
05.02.2009 14:30:00,970.86,6.35,281.89,1.16,69.27,9.59,6.64,2.95,4.27,6.84,1206.87,2.2,3,186
05.02.2009 14:40:00,970.97,6.42,281.95,1.14,68.84,9.64,6.63,3,4.26,6.83,1206.7,1.84,3.38,180.7
05.02.2009 14:50:00,971.04,6.43,281.95,1.13,68.8,9.64,6.63,3.01,4.26,6.83,1206.78,2,2.88,177.7
05.02.2009 15:00:00,971.08,6.34,281.86,1.33,70.2,9.58,6.73,2.86,4.32,6.93,1207.14,1.74,2.38,188.6
05.02.2009 15:10:00,971.15,6.09,281.59,1.48,72.2,9.41,6.8,2.62,4.36,7,1208.31,1.22,1.88,189.5
05.02.2009 15:20:00,971.25,5.92,281.42,1.33,72.3,9.31,6.73,2.58,4.32,6.93,1209.19,1.92,2.63,211.4
05.02.2009 15:30:00,971.17,5.91,281.41,1.32,72.3,9.3,6.72,2.58,4.32,6.92,1209.15,1.43,2.5,178.4
05.02.2009 15:40:00,971.13,5.81,281.32,1.35,72.9,9.24,6.73,2.5,4.32,6.93,1209.5,1.69,2.38,187.2
05.02.2009 15:50:00,971.18,5.55,281.05,1.4,74.5,9.07,6.76,2.31,4.34,6.96,1210.68,1.99,2.75,179.3
05.02.2009 16:00:00,971.28,5.35,280.84,1.46,75.9,8.95,6.79,2.16,4.36,6.99,1211.66,2.38,3.38,179.7
05.02.2009 16:10:00,971.47,5.02,280.5,1.43,77.5,8.74,6.78,1.97,4.35,6.98,1213.33,1.9,2.88,186
05.02.2009 16:20:00,971.68,4.76,280.21,1.31,78.3,8.58,6.72,1.86,4.31,6.91,1214.8,0.73,1.63,7.13
05.02.2009 16:30:00,971.67,4.7,280.15,1.23,78.1,8.55,6.68,1.87,4.28,6.87,1215.05,1.41,2.13,125
05.02.2009 16:40:00,971.55,4.75,280.22,1.15,77.4,8.58,6.64,1.94,4.26,6.83,1214.68,1.65,2.63,197.5
05.02.2009 16:50:00,971.34,4.53,280,1,77.8,8.44,6.57,1.87,4.22,6.76,1215.45,2.06,2.75,211.4
05.02.2009 17:00:00,971.19,4.38,279.87,0.79,77.4,8.36,6.47,1.89,4.15,6.66,1215.95,2.11,3.88,212.3
05.02.2009 17:10:00,971.32,4.45,279.93,0.62,76.1,8.4,6.39,2.01,4.1,6.58,1215.84,1.91,3.38,209.1
05.02.2009 17:20:00,971.32,4.63,280.11,0.37,73.8,8.5,6.28,2.23,4.03,6.46,1215.12,0.99,1.88,186.2
05.02.2009 17:30:00,971.37,4.56,280.04,0.16,73,8.47,6.18,2.29,3.97,6.36,1215.51,1.75,2.5,188.9
05.02.2009 17:40:00,971.63,4.54,280,-0.05,72,8.45,6.09,2.37,3.91,6.26,1215.96,2.79,3.5,210.2
05.02.2009 17:50:00,971.67,4.72,280.18,-0.29,69.84,8.56,5.98,2.58,3.84,6.15,1215.28,2.73,3.63,207.2
05.02.2009 18:00:00,971.68,4.77,280.22,-0.42,68.96,8.59,5.92,2.67,3.8,6.09,1215.13,3.12,3.88,195.1
05.02.2009 18:10:00,971.68,4.69,280.14,-0.46,69.13,8.54,5.91,2.64,3.79,6.08,1215.46,3.2,3.75,196.8
05.02.2009 18:20:00,971.5,4.47,279.94,-0.48,70.1,8.41,5.9,2.52,3.78,6.07,1216.19,2.89,3.5,192.7
05.02.2009 18:30:00,971.58,4.26,279.72,-0.49,71.1,8.29,5.89,2.4,3.78,6.07,1217.22,1.99,2.75,212.5
05.02.2009 18:40:00,971.82,4.32,279.76,-0.49,70.8,8.32,5.89,2.43,3.78,6.06,1217.26,2.45,3,217.6
05.02.2009 18:50:00,971.78,4.32,279.76,-0.49,70.8,8.32,5.89,2.43,3.78,6.06,1217.23,1.54,2.13,196.6
05.02.2009 19:00:00,971.74,4.14,279.58,-0.44,72,8.22,5.92,2.3,3.8,6.09,1217.96,1.21,2.38,141.3
05.02.2009 19:10:00,971.72,4.01,279.46,-0.46,72.5,8.14,5.9,2.24,3.79,6.08,1218.49,2.52,3.38,145.9
05.02.2009 19:20:00,971.67,3.79,279.23,-0.55,73.2,8.02,5.87,2.15,3.77,6.04,1219.43,2.3,3.13,188
05.02.2009 19:30:00,971.58,3.52,278.97,-0.62,74.2,7.87,5.84,2.03,3.75,6.01,1220.51,2.43,3.75,182.2
05.02.2009 19:40:00,971.56,3.28,278.73,-0.69,75.1,7.73,5.81,1.93,3.73,5.98,1221.56,2.58,3.25,192
05.02.2009 19:50:00,971.52,3.1,278.56,-0.73,75.8,7.64,5.79,1.85,3.71,5.96,1222.3,2.39,3.5,182.4
05.02.2009 20:00:00,971.38,2.92,278.38,-0.78,76.5,7.54,5.77,1.77,3.7,5.94,1222.94,2.56,3.13,180.3
05.02.2009 20:10:00,971.36,2.6,278.06,-0.9,77.6,7.37,5.72,1.65,3.67,5.89,1224.37,2.6,3.13,204.9
05.02.2009 20:20:00,971.55,2.38,277.83,-0.92,78.7,7.26,5.71,1.55,3.66,5.88,1225.57,2.88,3.88,195.3
05.02.2009 20:30:00,971.63,2.29,277.73,-0.94,79.1,7.21,5.7,1.51,3.66,5.87,1226.07,1.52,2.75,181.5
05.02.2009 20:40:00,971.65,2.13,277.56,-0.96,79.9,7.12,5.69,1.43,3.65,5.86,1226.83,1.11,1.88,180.3
05.02.2009 20:50:00,971.63,1.95,277.39,-1.03,80.5,7.03,5.66,1.37,3.63,5.83,1227.62,1.8,2.63,193.8
05.02.2009 21:00:00,971.61,1.77,277.2,-1.11,81.1,6.94,5.63,1.31,3.61,5.79,1228.44,1.48,2.13,204.1
05.02.2009 21:10:00,971.6,1.61,277.04,-1.15,81.8,6.86,5.61,1.25,3.6,5.78,1229.14,0.86,1.75,217.9
05.02.2009 21:20:00,971.62,1.47,276.9,-1.18,82.5,6.79,5.6,1.19,3.6,5.77,1229.81,1.09,2.38,192.2
05.02.2009 21:30:00,971.58,1.26,276.69,-1.26,83.2,6.69,5.57,1.12,3.57,5.73,1230.7,1.31,2,181.2
05.02.2009 21:40:00,971.58,1,276.43,-1.37,84.1,6.57,5.52,1.04,3.54,5.68,1231.9,1.88,3,191.5
05.02.2009 21:50:00,971.56,0.7,276.13,-1.46,85.4,6.43,5.49,0.94,3.52,5.65,1233.22,2.08,3.25,193.3
05.02.2009 22:00:00,971.63,0.58,276,-1.43,86.3,6.37,5.5,0.87,3.53,5.66,1233.85,2.02,2.88,198.7
05.02.2009 22:10:00,971.57,0.57,276,-1.41,86.5,6.37,5.51,0.86,3.53,5.67,1233.82,1.62,2.5,216.5
05.02.2009 22:20:00,971.63,0.57,275.99,-1.43,86.4,6.37,5.5,0.87,3.53,5.66,1233.89,1.53,2.38,213.7
05.02.2009 22:30:00,971.59,0.5,275.92,-1.45,86.7,6.33,5.49,0.84,3.52,5.65,1234.18,1.91,2.75,218.5
05.02.2009 22:40:00,971.75,0.41,275.82,-1.51,86.9,6.29,5.47,0.82,3.51,5.63,1234.79,2.1,3.38,203.9
05.02.2009 22:50:00,971.7,0.3,275.71,-1.49,87.7,6.24,5.47,0.77,3.51,5.63,1235.23,2.14,3.63,183.6
05.02.2009 23:00:00,971.51,0.3,275.73,-1.4,88.3,6.24,5.51,0.73,3.54,5.67,1234.97,1.99,3.38,175.4
05.02.2009 23:10:00,971.45,0.38,275.81,-1.29,88.5,6.28,5.56,0.72,3.56,5.72,1234.51,2.45,4.25,176
05.02.2009 23:20:00,971.47,0.53,275.96,-1.22,88,6.35,5.59,0.76,3.58,5.75,1233.84,2.57,4.13,175.5
05.02.2009 23:30:00,971.42,0.67,276.11,-1.16,87.5,6.41,5.61,0.8,3.6,5.78,1233.13,2.51,4.63,182
05.02.2009 23:40:00,971.44,0.76,276.2,-1.14,87,6.46,5.62,0.84,3.6,5.78,1232.73,2.35,3.63,208.5
05.02.2009 23:50:00,971.52,0.75,276.18,-1.17,86.9,6.45,5.6,0.84,3.6,5.77,1232.91,2.04,3,209.4
06.02.2009 00:00:00,971.67,0.78,276.2,-1.1,87.2,6.46,5.64,0.83,3.62,5.8,1232.94,1.89,2.75,190.2
06.02.2009 00:10:00,971.64,0.67,276.1,-1.26,86.8,6.41,5.57,0.85,3.57,5.73,1233.41,0.96,2,170.6
06.02.2009 00:20:00,971.49,0.25,275.69,-1.6,87.3,6.22,5.43,0.79,3.49,5.59,1235.17,1.31,2.88,173.9
06.02.2009 00:30:00,971.44,0.08,275.51,-1.5,89.1,6.14,5.47,0.67,3.51,5.63,1235.89,1.5,2.25,194.1
06.02.2009 00:40:00,971.37,0.36,275.8,-1.16,89.5,6.27,5.61,0.66,3.6,5.77,1234.48,1.91,3.63,177.8
06.02.2009 00:50:00,971.2,0.53,275.99,-1.11,88.7,6.35,5.63,0.72,3.61,5.8,1233.46,2.09,3.25,192.3
06.02.2009 01:00:00,971.09,0.53,275.99,-1.14,88.5,6.35,5.62,0.73,3.61,5.78,1233.34,1.56,2.5,215.2
06.02.2009 01:10:00,971.04,0.53,276,-1.15,88.4,6.35,5.61,0.74,3.6,5.78,1233.26,1.38,2.75,203
06.02.2009 01:20:00,970.95,0.18,275.65,-1.52,88.3,6.19,5.46,0.72,3.51,5.63,1234.81,1.11,2,175.2
06.02.2009 01:30:00,970.95,-0.15,275.33,-1.58,90,6.04,5.44,0.6,3.49,5.6,1236.29,1.71,2.88,183.2
06.02.2009 01:40:00,970.93,-0.08,275.4,-1.44,90.5,6.07,5.5,0.58,3.53,5.66,1235.92,1.38,2.88,178.9
06.02.2009 01:50:00,970.9,-0.4,275.08,-1.83,90,5.93,5.34,0.59,3.43,5.5,1237.4,1.62,3.13,162.4
06.02.2009 02:00:00,970.97,-0.61,274.86,-1.88,91.1,5.84,5.32,0.52,3.42,5.48,1238.48,2.38,3.5,175.2
06.02.2009 02:10:00,971.04,-0.87,274.59,-2.13,91.1,5.73,5.22,0.51,3.35,5.38,1239.81,2.21,3.75,168.5
06.02.2009 02:20:00,970.96,-1.19,274.28,-2.3,92.1,5.6,5.16,0.44,3.31,5.31,1241.16,2.45,3.88,178
06.02.2009 02:30:00,970.98,-1.26,274.2,-2.23,93.1,5.57,5.18,0.38,3.33,5.34,1241.52,2.37,4.13,198
06.02.2009 02:40:00,970.93,-1.1,274.36,-2.01,93.5,5.63,5.27,0.37,3.38,5.43,1240.69,1.47,2.75,186.1
06.02.2009 02:50:00,970.82,-1.09,274.39,-2.02,93.3,5.64,5.26,0.38,3.38,5.42,1240.48,1.83,3,205.1
06.02.2009 03:00:00,970.74,-1.13,274.35,-2.05,93.4,5.62,5.25,0.37,3.37,5.41,1240.58,2.09,3.13,207.6
06.02.2009 03:10:00,970.81,-0.99,274.49,-1.91,93.4,5.68,5.31,0.38,3.41,5.47,1239.99,2.42,3.63,199.4
06.02.2009 03:20:00,970.91,-0.89,274.58,-1.88,93,5.72,5.32,0.4,3.42,5.48,1239.69,2.04,2.75,211.7
06.02.2009 03:30:00,970.81,-0.9,274.57,-1.93,92.7,5.72,5.3,0.42,3.4,5.46,1239.62,2.06,3,210.4
06.02.2009 03:40:00,970.78,-0.9,274.58,-1.92,92.8,5.72,5.31,0.41,3.41,5.47,1239.58,2.5,3.25,217.3
06.02.2009 03:50:00,970.7,-0.8,274.69,-1.83,92.7,5.76,5.34,0.42,3.43,5.5,1238.98,2.74,3.5,209.9
06.02.2009 04:00:00,970.65,-0.79,274.71,-1.86,92.4,5.77,5.33,0.44,3.42,5.49,1238.86,2.53,3.38,208.5
06.02.2009 04:10:00,970.46,-0.79,274.72,-1.86,92.4,5.77,5.33,0.44,3.42,5.49,1238.63,2.59,3.38,208.3
06.02.2009 04:20:00,970.41,-0.66,274.86,-1.74,92.3,5.82,5.37,0.45,3.45,5.54,1237.95,2.66,3.75,202.6
06.02.2009 04:30:00,970.4,-0.5,275.01,-1.68,91.7,5.89,5.4,0.49,3.47,5.56,1237.23,2.39,3.5,194.2
06.02.2009 04:40:00,970.4,-0.59,274.93,-1.84,91.2,5.85,5.34,0.51,3.43,5.5,1237.63,3.02,4,185.9
06.02.2009 04:50:00,970.48,-0.6,274.9,-1.82,91.4,5.85,5.34,0.5,3.43,5.5,1237.8,1.96,3.38,206.1
06.02.2009 05:00:00,970.53,-0.42,275.08,-1.63,91.5,5.92,5.42,0.5,3.48,5.58,1237.02,2.41,3.5,194
06.02.2009 05:10:00,970.52,-0.33,275.17,-1.68,90.6,5.96,5.4,0.56,3.47,5.56,1236.61,2.12,3.38,209.4
06.02.2009 05:20:00,970.46,-0.37,275.14,-1.71,90.6,5.94,5.39,0.56,3.46,5.55,1236.71,1.99,2.88,203.2
06.02.2009 05:30:00,970.53,-0.37,275.13,-1.71,90.6,5.94,5.39,0.56,3.46,5.55,1236.79,1.98,2.88,200
06.02.2009 05:40:00,970.47,-0.37,275.14,-1.72,90.5,5.95,5.38,0.56,3.46,5.55,1236.7,2.15,3.75,191.1
06.02.2009 05:50:00,970.35,-0.41,275.11,-1.78,90.4,5.93,5.36,0.57,3.44,5.52,1236.75,1.83,2.5,210
06.02.2009 06:00:00,970.33,-0.44,275.08,-1.76,90.7,5.92,5.37,0.55,3.45,5.53,1236.85,1.56,3.38,195.8
06.02.2009 06:10:00,970.32,-0.38,275.14,-1.71,90.7,5.94,5.39,0.55,3.46,5.55,1236.59,1.47,2.38,197.6
06.02.2009 06:20:00,970.24,-0.37,275.15,-1.72,90.6,5.94,5.38,0.56,3.46,5.55,1236.44,1.33,2.75,195.5
06.02.2009 06:30:00,970.21,-0.36,275.17,-1.67,90.8,5.95,5.4,0.55,3.47,5.57,1236.33,1.1,2.25,210.4
06.02.2009 06:40:00,970.21,-0.06,275.47,-1.42,90.5,6.08,5.5,0.58,3.54,5.67,1234.92,1.34,2.25,204.6
06.02.2009 06:50:00,970.21,0.01,275.54,-1.5,89.5,6.11,5.47,0.64,3.51,5.64,1234.64,1.14,1.88,198.7
06.02.2009 07:00:00,970.21,-0.1,275.44,-1.62,89.4,6.07,5.42,0.64,3.48,5.59,1235.13,1.1,2.38,196.2
06.02.2009 07:10:00,970.21,-0.19,275.34,-1.65,89.8,6.02,5.41,0.61,3.47,5.57,1235.56,0.81,1.63,172.6
06.02.2009 07:20:00,970.21,-0.32,275.21,-1.72,90.2,5.97,5.38,0.58,3.46,5.55,1236.17,1.74,2.63,177.5
06.02.2009 07:30:00,970.21,-0.47,275.06,-1.76,90.9,5.9,5.37,0.54,3.45,5.53,1236.83,1.68,2.63,171.5
06.02.2009 07:40:00,970.22,-0.52,275,-1.74,91.4,5.88,5.37,0.51,3.45,5.54,1237.1,0.65,1.75,208.9
06.02.2009 07:50:00,970.16,-0.38,275.15,-1.53,91.9,5.94,5.46,0.48,3.51,5.63,1236.33,0.49,0.88,285
06.02.2009 08:00:00,970,0.04,275.59,-1.13,91.8,6.12,5.62,0.5,3.61,5.8,1234.17,0.64,2,111
06.02.2009 08:10:00,969.86,0.33,275.89,-1.02,90.6,6.26,5.67,0.59,3.64,5.84,1232.64,1.03,2.13,198.4
06.02.2009 08:20:00,969.76,0.39,275.96,-1.1,89.7,6.28,5.64,0.65,3.62,5.81,1232.26,0.67,1.25,226.6
06.02.2009 08:30:00,969.72,0.6,276.18,-0.97,89.2,6.38,5.69,0.69,3.66,5.87,1231.24,0.75,1.5,157.3
06.02.2009 08:40:00,969.71,0.52,276.1,-1.18,88.3,6.34,5.6,0.74,3.6,5.78,1231.62,1.26,2.75,191.4
06.02.2009 08:50:00,969.54,0.35,275.94,-1.23,89.1,6.27,5.58,0.68,3.59,5.76,1232.18,1.05,1.63,166.7
06.02.2009 09:00:00,969.36,0.35,275.95,-1.12,89.8,6.26,5.63,0.64,3.62,5.8,1231.94,0.54,1.25,183.9
06.02.2009 09:10:00,969.29,0.53,276.14,-0.93,89.9,6.35,5.71,0.64,3.67,5.89,1231,1.11,2.13,205.5
06.02.2009 09:20:00,969.23,0.85,276.47,-0.71,89.3,6.5,5.8,0.7,3.73,5.98,1229.45,0.89,1.63,198.1
06.02.2009 09:30:00,969.16,1.25,276.88,-0.51,88,6.69,5.88,0.8,3.78,6.07,1227.53,0.65,1.25,184.5
06.02.2009 09:40:00,969.13,1.5,277.13,-0.53,86.3,6.81,5.88,0.93,3.78,6.06,1226.36,0.65,1.25,209.7
06.02.2009 09:50:00,969.1,1.57,277.21,-0.49,86.1,6.84,5.89,0.95,3.79,6.08,1226.01,0.58,1,193.3
06.02.2009 10:00:00,969.25,1.63,277.26,-0.43,86.1,6.87,5.92,0.96,3.81,6.11,1225.9,1.27,2.75,29.09
06.02.2009 10:10:00,969.23,1.54,277.17,-0.41,86.8,6.83,5.93,0.9,3.81,6.12,1226.27,0.58,1.25,108.5
06.02.2009 10:20:00,969.29,1.63,277.25,-0.26,87.2,6.87,5.99,0.88,3.85,6.18,1225.94,0.41,1,82.1
